Distance (m),Lean Angle (deg)
11566,23.5657302072
11568,24.4802714832
11571,25.7089161383
11573,26.8254963968
11575,27.3469045017
11578,27.0868064613
11580,25.9457424144
11583,23.9331058628
11585,21.6981716273
11588,19.456818407
11590,17.3850719008
11593,15.5030952034
11596,13.8965716236
11598,12.5462938315
11601,11.4275739859
11604,10.5473821465
11607,9.9105321343
11610,9.6621316173
11613,10.123061128
11616,11.0761392113
11619,12.4418134176
11622,14.068609979
11625,15.7064585282
11628,17.1518061752
11631,18.3778054737
11634,19.294212639
11638,19.9748936493
11641,20.4254704137
11644,20.7136839966
11647,20.9690191881
11651,21.1281693509
11654,21.28692917
11657,21.3503673388
11661,21.477029525
11664,21.6034719906
11668,21.7612521822
11671,21.9501121739
11675,22.1384722567
11678,22.4200705405
11682,22.7316084097
11685,23.0417348556
11688,23.2888431126
11692,23.4735632495
11695,23.6270710987
11698,23.7190229614
11702,23.68840273
11705,23.5657302072
11708,23.3812674815
11711,23.072703513
11714,22.6071719177
11717,21.9815238598
11720,21.0645400926
11723,19.8457023637
11726,18.1801386956
11729,16.2130877155
11731,13.9654285924
11734,11.5328416355
11737,9.164350324
11739,7.1957874689
11741,5.753046713
11744,4.883748798
11746,4.4845804593
11748,4.5208715516
11750,4.702385858
11752,4.8112379462
11754,4.7749197898
11756,4.5208715516
11758,4.0485863859
11760,3.4301169533
11761,2.701552347
11763,1.7896158289
11764,0.6941125727
11766,-0.6941125727
11767,-2.5192368086
11769,-4.8111810242
11770,-7.5909855464
11771,-10.9000758006
11773,-14.6856739079
11774,-18.8372321266
11775,-23.0108005415
11776,-27.0288270526
11777,-30.7792076759
11778,-34.0837973864
11779,-36.8231280671
11780,-39.1386440625
11781,-41.1461104241
11782,-42.9008854736
11783,-44.4124126917
11784,-45.5465446812
11785,-46.2373432738
11786,-46.4984996664
11787,-46.2723175314
11788,-45.5465446812
11789,-44.5798408409
11790,-43.6757245283
11791,-43.115917615
11792,-43.115917615
11793,-43.8853529171
11794,-45.2219071179
11795,-46.6540008079
11796,-47.9157932622
11798,-48.8353998965
11799,-49.2284020532
11800,-49.0405308011
11801,-48.4361421545
11802,-47.4350224952
11804,-46.1146232686
11805,-44.4310827743
11807,-42.3466587294
11808,-39.9644810014
11810,-37.3118140155
11811,-34.4084595684
11813,-31.2088821159
11815,-27.5483485802
11817,-23.4735632495
11819,-18.9680838241
11821,-14.1716984153
11823,-9.1642944518
11825,-4.1212480048
11827,0.8767723898
11829,5.6083560126
11832,9.9459636426
11834,13.8277277793
11837,17.1518061752
11839,20.0071458476
11842,22.3888541682
11844,24.3894034301
11847,26.0933123964
11849,27.6631229384
11852,29.2448496877
11855,30.8331443369
11858,32.4227145621
11860,33.9834066507
11863,35.3918559504
11866,36.6352773107
11869,37.7028675292
11872,38.5622342998
11875,39.2703801639
11878,39.8569278799
11881,40.4336635899
11884,41.0423146417
11887,41.7214544345
11889,42.5457224142
11892,43.4067875719
11895,44.1877058705
11897,44.7647686368
11900,45.02164947
11903,44.8383930512
11905,44.1500726831
11908,43.0769493218
11910,41.6602955574
11913,39.9859376995
11916,38.1124672395
11918,36.1854842955
11921,34.2339584042
11924,32.2662341956
11927,30.2912263065
11930,28.233476682
11933,26.0343196278
11936,23.6577681486
11939,21.0963365772
11942,18.3120010184
11945,15.3673145069
11948,12.5114399776
11951,9.8395905393
11954,7.3755463786
11957,5.1375825466
11961,3.0659585769
11964,1.0594144033
11967,-0.9132794113
11971,-2.9202356285
11974,-4.9563008846
11978,-6.835902415
11981,-7.9855153787
11985,-8.4150232326
11988,-8.1287686611
11992,-7.1597846329
11995,-5.6806820584
11999,-3.8304101108
12003,-1.8260954451
12006,0.2192091226
12010,2.1910343455
12014,4.0849188389
12018,6.0060916498
12021,7.9497003531
12025,9.9105321343
12029,11.9181625374
12033,13.8965716236
12037,15.7064585282
12041,17.2851880488
12044,18.542200125
12048,19.489280226
12052,20.1361235792
12056,20.6177168883
12060,21.1599386136
12064,21.7612521822
12068,22.5136844737
12072,23.4120309426
12076,24.1768380871
12080,24.661567363
12084,24.6917718108
12089,24.2072753221
12093,23.1654270965
12097,21.5718944048
12101,19.6190482505
12105,17.4183249628
12109,15.06112281
12114,12.6854510939
12118,10.4767787662
12122,8.4865354645
12126,6.7278242718
12131,5.2824998007
12135,4.193953379
12139,3.4665580181
12143,2.8473312768
12148,2.4098342104
12152,2.0450555473
12156,1.7896158289
12160,1.607082028
12164,1.4610657083
12168,1.3515265956
12172,1.2419776105
12176,1.0594144033
12180,0.8036989291
12184,0.5480087833
12188,0.2922968299
12191,0.1461207026
12195,0.0730891324
12199,0.0365159186
12202,-0.0365159186
12205,-0.2192091226
12209,-0.5114386591
12212,-0.9863485099
12215,-1.6801111227
12218,-2.6286210468
12221,-3.7212798864
12224,-4.9925425287
12227,-6.3311132093
12230,-7.4473642335
12233,-8.2003851848
12235,-8.4150232326
12238,-8.2003851848
12240,-7.5551032159
12243,-6.691749807
12245,-5.753046713
12248,-4.8111810242
12250,-3.866761692
12252,-3.1023689021
12254,-2.5921807922
12256,-2.1545136153
12258,-1.607082028
12260,-0.7306228563
12262,0.8402646571
12264,3.2480991394
12266,5.2462909731
12267,6.9799117303
12269,8.736533445
12271,10.8296361603
12272,12.8592248645
12274,16.3141047294
12275,20.3291413881
12277,24.4196914694
12278,30.1000876054
12279,34.9276619391
12280,37.8399070735
12282,39.8999963635
12283,41.7418042829
12284,42.6645616184
12285,43.5607505846
12286,44.3750954017
12287,45.1310497531
12288,45.9383532905
12289,47.1321187841
12289,48.0632140213
12290,48.8354247576
12291,49.492139957
12292,50.0564726459
12293,50.5488657436
12294,50.9151729785
12295,51.0745342995
12296,50.8860701711
12297,50.2666186134
12298,49.0876566397
12299,47.3344392278
12300,45.2581747509
12301,43.0574465928
12302,40.9590026234
12303,39.2703801639
12305,38.0218503034
12306,37.1496172498
12308,36.5646010203
12309,36.1854842955
12311,35.8507356524
12312,35.2945503127
12314,34.5326820522
12315,33.5794274266
12317,32.4487761012
12319,31.075047887
12321,29.3837908976
12323,27.4620989486
12325,25.3816784849
12327,23.1345011349
12329,20.7776114149
12331,18.1801386956
12333,15.4013162771
12335,12.4418134176
12338,9.0218193823
12340,2.9566556878
12342,-3.2480991394
12345,-6.7638368537
12348,-8.5579650408
12350,-9.6266395637
12353,-9.7686184932
12356,-9.9104765058
12359,-9.8750373353
12361,-9.6976161939
12364,-9.4844855369
12367,-8.8078684024
12370,-8.0571265824
12373,-7.4114582306
12376,-6.9078897764
12379,-6.691749807
12382,-7.4473642335
12385,-8.0929788979
12388,-8.6294238887
12391,-9.1642944518
12394,-9.7331489568
12397,-10.406087771
12400,-10.9705373888
12404,-11.4626535639
12407,-11.9181625374
12410,-12.4069314515
12414,-12.9286237435
12417,-13.6207902374
12420,-14.3432685804
12424,-14.9588621762
12427,-15.3673145069
12431,-15.2313568956
12434,-15.2313568956
12438,-15.9094171254
12442,-16.8845207473
12445,-18.2130971429
12449,-19.8133335779
12452,-21.477029525
12456,-22.9798034539
12459,-24.2680109374
12463,-25.262262314
12466,-26.0048241484
12470,-26.4752018628
12473,-26.767247903
12477,-26.8545754147
12480,-26.7963567761
12484,-26.5629767519
12487,-26.1521995959
12491,-25.8570318894
12494,-25.5901017067
12498,-25.3518582082
12501,-25.1126262703
12505,-24.8724553212
12508,-24.4802239922
12512,-24.024577911
12515,-23.5042838193
12519,-22.9178639267
12523,-22.263750526
12526,-21.0645400926
12530,-19.7162498762
12533,-19.0986794417
12537,-18.4436113958
12540,-17.8165699078
12544,-16.5493881348
12547,-15.2653494808
12550,-14.5830582091
12553,-14.480400637
12556,-14.4118556726
12559,-14.2403362272
12562,-14.0341905131
12565,-13.7932365141
12567,-13.2751996791
12570,-12.7549456088
12573,-10.4767233349
12575,-6.9799117303
12577,-4.8111810242
12579,-4.4119305099
12581,-4.5571590129
12583,-5.065070665
12585,-6.0060916498
12587,-7.3036488355
12589,-8.9505675361
12590,-10.7943485946
12592,-12.7897331076
12593,-14.8223809154
12595,-16.9514266369
12596,-19.2616730602
12597,-21.9186372715
12598,-24.9325977195
12600,-28.3468070361
12601,-32.1091306639
12602,-35.9945203888
12603,-39.3141482733
12604,-41.8028084887
12605,-43.4260682721
12606,-44.244021637
12607,-44.3190009062
12608,-43.9422753463
12608,-43.4260682721
12609,-42.9792502156
12610,-42.7632592193
12611,-42.9401081193
12612,-43.2907543438
12613,-43.618292448
12614,-43.7711812977
12614,-43.618292448
12615,-43.0379008201
12616,-42.0255119042
12617,-40.665815345
12618,-39.1166572957
12619,-37.4502960847
12620,-36.0423576483
12621,-35.1970487166
12622,-34.9276619391
12623,-35.1237591502
12624,-35.6339834003
12625,-36.2092756522
12627,-36.375485471
12628,-36.0662357932
12629,-35.1970487166
12631,-33.8827784859
12632,-32.318440741
12634,-30.9139148286
12635,-29.6880703322
12637,-28.6290999933
12638,-27.5195836445
12640,-25.7978020463
12642,-22.6382899688
12644,-17.9489781983
12646,-11.7431399514
12647,-4.230272506
12649,3.6849161318
12652,10.6532818677
12654,16.1794099644
12656,20.168309606
12658,22.793766381
12660,23.9941016481
12663,24.2376503683
12665,23.9941016481
12668,23.68840273
12670,23.5964078168
12673,24.1160156251
12675,25.4115308368
12678,27.2025402413
12681,29.3282510515
12683,31.4755022731
12686,32.5267889047
12689,33.5286472312
12691,34.2839066294
12694,34.8785196725
12697,35.4403829449
12700,35.6822566786
12703,35.2702064258
12706,34.458200686
12709,33.3759886782
12712,32.0566836128
12715,30.481581194
12718,30.2366847738
12721,30.4000851488
12724,30.3456646105
12728,30.0179563789
12731,29.2170335657
12734,27.8634558423
12737,26.0638465656
12741,23.8720045
12744,21.4453969688
12747,18.9354157206
12751,16.5829910887
12754,14.2746933611
12758,12.0579857265
12761,9.8750373353
12765,7.6987091308
12768,5.7168950491
12771,4.0485863859
12775,2.701552347
12778,1.7896158289
12781,1.315030423
12784,1.1689207632
12788,1.2054783261
12791,1.3880216725
12794,1.5341049989
12797,1.6436258813
12800,1.7531347627
12803,1.8626308462
12805,1.972113335
12808,2.1545136153
12811,2.7379861331
12814,3.0659585769
12817,3.3209486187
12820,3.5393174907
12822,3.7576406421
12825,3.9031672183
12827,3.866761692
12830,3.7576406421
12832,3.5757500624
12835,3.3937302368
12837,3.5393174907
12839,3.9395125371
12841,4.3029575278
12843,4.8474953157
12845,5.535955258
12847,7.5551032159
12849,8.7722043464
12850,9.7686184932
12852,11.0409654329
12854,12.8592248645
12855,18.9680838241
12856,27.8348563416
12858,33.5794274266
12859,36.8465311291
12860,39.2922710498
12861,40.8127489039
12862,41.6194797772
12863,42.0658455237
12864,42.3266921948
12865,42.5655811509
12866,42.802656724
12867,43.0379008201
12868,43.3101391832
12869,43.6374686945
12869,44.0746918876
12870,45.3305430909
12871,46.4291107057
12872,47.013392865
12873,47.3008173959
12874,47.4851705785
12875,47.4350224952
12876,47.3847787771
12877,47.2334718489
12878,47.0303784565
12879,46.671214797
12880,45.5106730981
12881,44.6539650382
12883,44.0369145884
12884,43.2713875683
12885,42.0658455237
12887,40.2425043174
12888,37.771450721
12890,34.8538878861
12891,31.7934218141
12893,28.8818869848
12895,26.6506175379
12897,25.2921266932
12898,24.4802714832
12900,24.024625743
12902,23.5964078168
12904,22.9178639267
12906,21.6350853535
12908,19.7162498762
12911,17.1851958221
12913,13.9998146912
12915,10.1938789973
12917,5.861530775
12920,1.2419776105
12922,-3.5756929603
12925,-8.5222535852
12927,-13.5172123614
12930,-18.2790283386
12932,-22.6693939447
12935,-26.4752018628
12937,-29.5776388473
12940,-31.8461698099
12943,-33.2739312824
12945,-34.1339234342
12948,-34.6317709482
12951,-34.8785196725
12954,-35.0992743804
12957,-35.3432323958
12960,-35.5131020116
12963,-35.6581462567
12965,-35.7785907037
12968,-35.8266893185
12971,-35.8987093838
12974,-35.8506979736
12977,-35.6339834003
12980,-35.1726079711
12983,-34.2089816815
12986,-33.5540248689
12989,-33.4014557337
12992,-33.3759886782
12995,-33.3249698084
12998,-33.2994580029
13001,-33.2483896442
13004,-33.1972214471
13007,-33.3505067169
13009,-33.5794274266
13012,-33.907947923
13015,-34.3586983773
13018,-35.7545384592
13020,-37.5882679164
13023,-38.4278824367
13025,-39.2045565858
13028,-39.8999963635
13031,-41.0422820116
13033,-41.5990204379
13035,-41.701091705
13038,-41.8028084887
13040,-41.9649313576
13042,-42.1864769068
13045,-42.4065136813
13047,-42.5655500343
13049,-42.5457224142
13052,-42.2266064729
13054,-41.6602955574
13056,-40.8545828292
13059,-39.9214934822
13061,-38.9843791762
13064,-38.3155633205
13066,-38.1802917649
13069,-38.785032374
13072,-40.1144626976
13074,-41.9649313576
13077,-43.2907543438
13080,-43.6374386473
13082,-42.8419733381
13085,-40.7917792832
13088,-37.1960459143
13091,-32.1353727652
13094,-25.827447596
13097,-18.4436113958
13100,-10.4767233349
13103,-2.8109042226
13106,3.6484923145
13108,8.9149311401
13111,13.1713783214
13114,16.6500565697
13117,19.6838793625
13120,22.3888541682
13123,24.8423857794
13126,26.9708333289
13129,28.7977605112
13132,30.2639417167
13135,31.3956830711
13138,32.3445214942
13141,33.1460336523
13144,33.9331419996
13147,34.7306627002
13150,35.5856897411
13153,36.4701770008
13156,37.3349540174
13159,38.1350775839
13162,38.7183697786
13165,38.9401995428
13168,38.8294398621
13172,38.3830106753
13175,37.6112376955
13178,36.5646010203
13181,35.3432323958
13184,34.008516733
13188,32.5786952399
13191,31.0482441718
13194,29.3837908976
13198,27.4620989486
13201,25.2323832522
13204,22.6693939447
13208,19.7486580872
13211,16.3477891623
13215,12.5114399776
13218,8.3792852615
13222,4.0485863859
13226,-0.3288116805
13229,-4.5571590129
13233,-8.3434846098
13237,-11.5678950335
13240,-14.1716984153
13244,-16.0444784467
13248,-17.0850432718
13252,-17.4515659323
13256,-17.3850196887
13259,-17.0182849827
13263,-16.4822525619
13267,-15.9769970439
13271,-15.7064585282
13275,-15.6387509727
13279,-15.7064585282
13283,-15.9094171254
13287,-16.0444784467
13291,-15.8417917835
13295,-15.2993310729
13299,-14.3775942795
13303,-13.0673601343
13307,-11.4275739859
13310,-9.5910843228
13314,-7.770419486
13318,-6.1144762832
13322,-4.7749197898
13325,-3.866761692
13329,-3.2480991394
13332,-2.7379861331
13335,-2.2639559676
13339,-1.6435686035
13342,-0.8402073446
13345,0.2922968299
13348,1.6436258813
13351,3.0295457755
13354,4.4119305099
13357,5.535955258
13360,6.1506325618
13362,6.222817052
13365,5.8253929749
13367,5.1013002157
13370,4.5571590129
13372,3.975854684
13375,3.4301169533
13377,2.8838132097
13379,2.1910343455
13382,0.6941125727
13384,-0.9497856919
13385,-2.4462846607
13387,-3.4301169533
13389,-4.4119305099
13391,-5.753046713
13393,-7.0518550842
13394,-11.3573337209
13396,-17.7834630436
13397,-23.3812674815
13398,-25.9752675244
13400,-28.853874588
13401,-32.0041351928
13402,-35.3432323958
13403,-38.740604462
13404,-41.8636968998
13405,-44.3750954017
13406,-46.2373432738
13407,-47.4182677118
13408,-47.9322063289
13409,-47.7344573806
13410,-47.1151712841
13411,-46.4291107057
13412,-45.8142694685
13412,-45.4567517461
13413,-45.4027272097
13414,-45.3485992887
13415,-45.3485992887
13416,-45.3846771994
13417,-45.4387362111
13418,-45.6182070498
13420,-45.5823987035
13421,-45.3485992887
13422,-45.0764019048
13423,-44.727871518
13425,-44.2627990879
13426,-43.618292448
13428,-43.0574465928
13429,-42.5853961715
13431,-42.1060964497
13432,-41.5171498466
13434,-40.9381580998
13435,-39.9214934822
13437,-38.6515127815
13438,-37.2655639469
13440,-35.001303714
13442,-32.2661931935
13444,-30.2911835525
13446,-29.1891586443
13448,-28.0630070354
13450,-26.708939673
13452,-25.3518582082
13455,-22.9178639267
13457,-19.7162498762
13459,-16.4150177034
13462,-13.1020607575
13464,-9.8750373353
13466,-6.7278242718
13469,-3.7576406421
13472,-0.7306228563
13474,3.5393174907
13477,6.4754751339
13480,7.8421616388
13483,8.6651151832
13486,9.413420033
13488,10.1585017513
13491,10.9705373888
13495,11.8131868098
13498,12.6506896026
13501,13.4135987169
13504,13.7587891471
13507,14.1029651707
13510,14.3433223906
13513,14.5488496055
13516,14.7198935536
13520,14.480400637
13523,13.9654285924
13526,13.5172665575
13529,12.8592248645
13532,12.0230572217
13535,9.8750373353
13538,7.5551032159
13541,6.367239633
13544,5.861530775
13547,5.3911576306
13549,5.0288370569
13552,4.6660562717
13554,4.3029575278
13557,4.0849188389
13559,4.3393233544
13561,5.8253929749
13563,6.7998440727
13565,7.6269182104
13567,8.4865354645
13569,9.3422695045
13571,10.5473821465
13573,11.6029946717
13574,12.6158640582
13576,13.6898099118
13577,14.9588621762
13578,16.5829910887
13580,18.4436113958
13581,21.7297435546
13582,24.9325977195
13583,26.2698882371
13584,27.5483485802
13585,28.7697028447
13586,31.1821538523
13587,34.2589595101
13587,37.2655639469
13588,38.0671690233
13589,38.8516402704
13590,39.6191686245
13591,40.39129939
13592,41.3733689296
13593,43.7902601355
13594,45.4747275816
13595,46.0970550235
13596,46.2897742631
13597,46.2723175314
13598,45.9560225344
13599,45.3485992887
13600,44.4683580144
13602,43.3681590494
13603,42.085977363
13604,40.7918121613
13606,39.6625349672
13607,38.7628253251
13609,38.0218503034
13610,37.3811551197
13612,36.9867225559
13613,36.5881988063
13615,36.0184650292
13617,35.3432323958
13618,34.2339584042
13620,28.9379104402
13622,20.9690191881
13624,14.7882470597
13626,10.33536476
13628,5.9699727221
13630,1.7531347627
13633,-2.2639559676
13635,-4.9563008846
13637,-6.835902415
13639,-8.7007997094
13642,-10.5120844882
13644,-12.3023390728
13646,-15.2313568956
13649,-19.0007391422
13651,-22.9798034539
13654,-27.2314249305
13656,-31.5551857085
13658,-35.6339834003
13661,-39.2703457876
13663,-42.2466364516
13665,-44.2815351632
13668,-45.3485992887
13670,-45.6718200497
13673,-45.3485992887
13675,-44.4683287975
13678,-43.0574465928
13680,-41.3527537165
13683,-39.6625009756
13685,-38.2479904046
13688,-37.3811189058
13690,-37.28869608
13693,-37.8171143037
13695,-38.6069187897
13698,-39.4451934726
13701,-40.1785438393
13703,-40.5182654479
13706,-40.3063443137
13708,-39.7058130669
13711,-38.8072604444
13714,-37.748615711
13717,-36.6587950379
13719,-35.5856897411
13722,-34.5326820522
13725,-33.5032547062
13728,-32.4747817785
13731,-31.4222906398
13734,-30.2366847738
13737,-28.9658775565
13740,-27.6631229384
13743,-26.5044597468
13746,-25.5901017067
13749,-24.9025574246
13753,-24.3893558707
13756,-24.024577911
13759,-23.7496288352
13762,-23.3196493947
13766,-22.5448447193
13769,-21.4137010101
13773,-20.0393848444
13776,-18.3449095045
13780,-15.3333549738
13783,-14.1029651707
13787,-13.2751996791
13790,-12.6158640582
13794,-11.9531181776
13798,-11.1816649636
13801,-10.4767233349
13805,-9.6976161939
13809,-8.9148751905
13813,-8.0571265824
13816,-7.2317281818
13820,-6.4033043663
13824,-5.6083560126
13828,-4.8111810242
13832,-4.0849188389
13836,-3.3573407823
13840,-2.5921807922
13844,-1.7165950026
13848,-0.8036989291
13852,0.2557244183
13856,1.3880216725
13860,2.5921807922
13864,3.7576406421
13868,4.8112379462
13872,5.7168950491
13876,6.5115245087
13880,7.1598410681
13884,7.8779953372
13889,8.736533445
13893,9.8750373353
13897,11.4627086271
13901,13.4481465547
13905,15.7064585282
13909,18.081136942
13912,20.4895893863
13916,22.7626700857
13920,24.8423857794
13924,26.6797860553
13927,28.3468070361
13931,29.8533287118
13935,31.1554105054
13938,32.2400673734
13942,33.1716350144
13945,33.8827784859
13949,34.4084986043
13952,34.7306627002
13956,34.8046574181
13959,34.7553294272
13963,34.6070305604
13966,34.3586983773
13970,34.0587317895
13974,33.7060972996
13977,33.2739312824
13981,32.760017028
13984,32.1353727652
13988,31.2623352978
13992,30.0453772234
13996,28.4316576763
13999,26.4165954901
14003,23.963610963
14007,21.0963365772
14011,18.1141844846
14015,15.197353336
14019,12.5114399776
14023,10.1585017513
14027,8.3077335315
14031,6.7998440727
14035,5.4997766208
14039,4.3393233544
14043,3.1752391561
14047,2.0450555473
14051,0.949843001
14055,0.0730891324
14059,-0.5480087833
14064,-0.7671898617
14068,-0.5114386591
14072,0.2192091226
14076,1.2054783261
14081,2.3733818101
14085,3.5393174907
14089,4.4845804593
14094,5.1375825466
14098,5.4635935884
14102,5.4997766208
14107,5.2824998007
14111,4.8474953157
14116,4.3756286905
14120,3.9395125371
14125,3.5393174907
14129,3.1752391561
14133,2.8473312768
14138,2.5192368086
14142,2.1545136153
14147,1.7531347627
14151,1.3880216725
14155,0.9863485099
14159,0.6941125727
14164,0.4384118345
14168,0.1461207026
14172,-0.2557244183
14176,-0.8767723898
14180,-1.8991074717
14184,-3.3573407823
14188,-5.3549047479
14191,-8.1645520455
14195,-14.5488496055
14199,-17.9158686731
14202,-20.393340514
14206,-22.7004838367
14210,-24.9626233936
14213,-27.5770534233
14217,-29.2726507124
14220,-30.2639417167
14224,-30.6170772291
14227,-30.481581194
14231,-29.9356890361
14234,-29.3004802473
14237,-28.7134981688
14241,-28.2901497582
14244,-28.1766988539
14248,-28.4316576763
14251,-28.9379104402
14254,-29.5500040323
14258,-30.2366847738
14261,-30.9407940445
14265,-31.6347334162
14268,-32.318440741
14272,-32.8890365478
14275,-33.3505067169
14279,-33.6554660772
14283,-33.8575546598
14286,-34.0587317895
14290,-34.3586983773
14293,-34.8046574181
14297,-35.4161267456
14300,-36.2568523435
14304,-37.2192206958
14307,-38.0898073766
14311,-38.7183348624
14314,-38.8516054843
14318,-38.1576739436
14321,-36.5410258463
14325,-32.3966788564
14328,-27.0288270526
14332,-24.6313956793
14336,-22.4824612382
14340,-20.6497528496
14343,-19.0660625817
14347,-18.1141326957
14351,-17.9489781983
14355,-18.3449095045
14359,-18.8045129793
14363,-19.1312834618
14367,-19.1639257821
14371,-18.8372321266
14375,-18.081136942
14379,-17.0516700854
14383,-16.0444784467
14387,-15.1292599441
14391,-14.5146304083
14395,-14.2746933611
14399,-14.2746933611
14403,-14.4461065502
14407,-14.788193466
14411,-15.2993310729
14415,-16.0782549761
14419,-17.2518344684
14423,-19.0333816613
14427,-21.4453969688
14431,-24.510515931
14435,-27.8919954824
14439,-30.994549337
14442,-33.4778073928
14446,-35.2458096657
14450,-36.2330898841
14454,-36.3280903865
14458,-35.6339834003
14461,-34.4084595684
14465,-32.9147874515
14469,-31.2890182945
14473,-29.8258018973
14477,-30.8331443369
14481,-33.0177221621
14485,-34.8046574181
14489,-36.4937953199
14493,-37.7028675292
14497,-38.3155633205
14501,-38.4951209301
14506,-38.4278824367
14510,-38.3605186549
14514,-38.0445166675
14518,-37.7028675292
14522,-36.4701770008
14527,-34.4084595684
14531,-31.9515265322
14535,-31.075047887
14540,-30.1820827169
14544,-29.133450874
14549,-27.9775689688
14553,-26.6506175379
14557,-23.8720045
14562,-20.9371184
14566,-18.1471678046
14571,-15.7402954688
14575,-13.9309782316
14580,-12.9286237435
14585,-12.5114399776
14589,-12.4069314515
14594,-12.3720948448
14599,-12.2674746621
14603,-11.8481693826
14608,-11.0761392113
14613,-10.1938789973
14618,-9.3778205109
14623,-8.8078684024
14627,-8.6651151832
14632,-8.9148751905
14637,-9.3422695045
14642,-9.8395905393
14647,-10.1938789973
14651,-10.33536476
14656,-10.1938789973
14661,-9.9459636426
14665,-9.6621316173
14670,-9.3422695045
14675,-9.1287002891
14679,-9.0218193823
14683,-9.0218193823
14688,-8.9861969587
14692,-8.9148751905
14696,-8.7007997094
14700,-8.3434846098
14704,-7.9138228409
14708,-7.3036488355
14712,-6.4754185374
14716,-5.3549047479
14720,-4.0485863859
14724,-2.5556812301
14728,-1.0228532188
14731,0.5845211426
14735,2.1180483818
14738,3.6121226444
14742,5.2462909731
14745,7.1238325623
14748,9.4489564486
14752,12.4766313732
14755,16.1457207345
14758,20.2004823704
14761,24.4499649923
14764,28.6572772442
14767,32.4487761012
14770,35.5373378255
14772,37.9082367434
14775,39.6408415795
14778,40.8127489039
14780,41.3939388191
14783,41.5785802329
14785,41.4761207074
14788,41.2496114752
14790,40.9590026234
14793,40.770829324
14795,40.7288897907
14798,40.8546156451
14800,41.1046118776
14802,41.435071864
14805,41.7621731735
14807,42.0456692904
14810,42.2065637917
14812,42.2466678858
14814,42.1262343449
14817,41.8028084887
14820,41.3321577974
14822,40.7498661622
14825,40.0716972044
14828,39.2922710498
14830,38.4503326323
14833,37.5193817845
14836,36.5174363032
14839,35.4161267456
14841,34.1589445778
14844,32.760017028
14847,31.3690604288
14850,29.9631553002
14853,28.5445660227
14856,27.1157509968
14859,25.6495384679
14862,24.1160156251
14865,22.4825101885
14869,20.7136839966
14872,18.8045129793
14875,16.7841518808
14878,14.7540488646
14882,12.7897331076
14885,10.8648601315
14888,9.0574906873
14892,7.4473642335
14895,6.1506325618
14898,5.1013002157
14902,4.3756286905
14905,3.9395125371
14909,3.7576406421
14912,3.866761692
14916,4.1576308788
14920,4.6660562717
14923,5.2462909731
14927,5.9699727221
14931,6.835902415
14934,7.8063217723
14938,8.9505675361
14942,10.2292483973
14946,11.7431399514
14949,13.3098414263
14953,14.856504023
14957,16.2468068129
14961,17.3850719008
14965,18.1141844846
14969,18.3778054737
14973,18.3778054737
14977,18.1801386956
14981,17.9489781983
14984,17.8166218712
14988,17.9159205786
14992,18.1471678046
14996,18.4764697073
15001,18.7062278615
15005,18.6734579131
15009,18.2131488732
15013,17.4183249628
15017,16.381409224
15021,15.197353336
15025,14.068609979
15029,13.136697244
15033,12.3720948448
15038,11.673112489
15042,11.0409654329
15046,10.3000190561
15050,9.413420033
15055,8.4507546164
15059,7.3755463786
15063,6.2589585275
15067,5.2100210944
15072,4.2666452389
15076,3.4665580181
15080,2.7744748963
15085,2.1545136153
15089,1.6436258813
15094,1.1689207632
15098,0.657601726
15103,0.109604962
15107,-0.5480087833
15111,-1.3515265956
15116,-2.3004140445
15120,-3.3937302368
15125,-4.6660562717
15129,-6.1867272689
15134,-7.9138228409
15138,-9.8750373353
15143,-11.8831430051
15147,-13.8621547995
15151,-15.7064585282
15155,-17.2851357799
15160,-18.6078285558
15164,-19.6514957725
15168,-20.4895893863
15172,-21.1281194669
15176,-21.5086483594
15180,-21.6666353819
15183,-21.6666353819
15187,-21.5718944048
15191,-21.5086483594
15195,-21.6034719906
15198,-21.9186372715
15202,-22.5136844737
15205,-23.4120309426
15209,-24.5407458432
15212,-25.8866013997
15215,-27.2025402413
15219,-29.0218103697
15222,-30.2639417167
15225,-30.590016745
15228,-30.806162415
15231,-30.9139148286
15234,-30.9407940445
15238,-30.8331443369
15241,-30.6982104721
15244,-30.5629411589
15247,-30.5087021136
15250,-30.5087021136
15253,-30.5629411589
15257,-30.644165057
15260,-30.6711953147
15263,-30.644165057
15266,-30.644165057
15270,-30.6170772291
15273,-30.6711953147
15276,-30.8331443369
15280,-31.1821538523
15283,-31.687662156
15286,-32.318440741
15290,-32.9662847571
15293,-33.6554660772
15297,-34.3337565181
15300,-35.0503376101
15304,-35.8266893185
15307,-36.7058243313
15311,-37.6799902268
15314,-38.6292227112
15318,-39.4015549189
15322,-39.8569278799
15325,-39.8999963635
15329,-39.2703457876
15333,-37.9991343091
15336,-36.2568523435
15340,-34.258920335
15344,-32.1877296021
15348,-30.481581194
15352,-29.2448496877
15356,-28.2618207456
15360,-27.2603399659
15364,-25.9457424144
15368,-23.8720045
15372,-20.8414347355
15376,-17.0182849827
15380,-12.5114399776
15384,-7.5909855464
15388,-2.5921807922
15392,1.972113335
15396,5.861530775
15400,9.0930990258
15404,11.638030497
15408,13.4135987169
15411,14.7540488646
15415,15.9094171254
15419,16.9848879799
15423,18.081136942
15427,19.2616730602
15430,20.5216790935
15434,21.8242773982
